X,Y,NAME,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,TOTAL_STUD,SSL,GIS_ID,WEB_URL,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,LONGITUDE,LATITUDE,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,GRADES,MAR_ID,XCOORD,YCOORD,ZIPCODE,PK3,PK4,UN_CE,FACILITY_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID
-77.0041247132797,38.9152275759532,McKinley Technology High School,151 T STREET NE,High School/Specialized,HS,Active,202-281-3950,670, ,dcps_458,http://mckinleytech.org/,458,458,N,,,,,-77.00412244,38.91522012,2023-2024,District of Columbia Public Schools,1,McKinley Technology High School,458,9th-12th,296345,399642.48,138594.83,20002,,,,DGS_0283.0,{60B4530A-9366-4796-9072-921458A74021},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1372
-77.0323752850815,38.9622185969999,Military Road Early Learning Center,1375 MISSOURI AVENUE NW,Specialized School,AC,Active,202-671-6410,,PAR 00870536,dcps_984,,,,Y,,,,,-77.032373,38.962211,2023-2024,District of Columbia Public Schools,1,Military Road Early Learning Center,0,PK3–PK4,284010,397194.29,143811.74,20011,,,,,{C4FE7948-AB3A-49C2-B674-98A7D88E8E4A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1373
-76.9829065853773,38.8973834695648,Miner Elementary School,601 15TH STREET NE,Elementary School,ES,Active,202-397-3960,469, ,dcps_280,http://www.minerelementary.org/,280,280,N,,,,,-76.98290432,38.89737602,2023-2024,District of Columbia Public Schools,1,Miner Elementary School,280,PK3-5th,289548,401483,136614.12,20002,,,,DGS_0696.0,{8B528860-CC3D-4208-92EA-41DA7FD811FA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1374
-76.9829459217509,38.8566649731435,Moten Elementary School,1565 MORRIS ROAD SE,Elementary School,ES,Active,202-698-1111,315, ,dcps_920,http://www.myschooldc.org/schools/profile/75/,285,285A,N,,1976,144900,,-76.98294368,38.856656,2023-2024,District of Columbia Public Schools,1,Moten Elementary School,285,PK3-5th,294524,401480.43,132093.89,20020,,,,DGS_0323.0,{E0C40495-683B-48EC-AED7-77D9E00D0260},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1375
-77.070081517757,38.9529409849191,Murch Elementary School,4810 36TH STREET NW,Elementary School,ES,Active,202-282-0130,556,0803,dcps_287,http://www.murchschool.org,287,287,N,,,,,-77.070079,38.952934,2023-2024,District of Columbia Public Schools,1,Murch Elementary School,287,PK4-5th,294602,393925.57,142783.67,20008,,,,DGS_0638.0,{BA7285DC-5D04-4D8C-AF2B-DC47652DFC22},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1376
-76.930798754934,38.885961872242,Nalle Elementary School,219 50TH STREET SE,Elementary School,ES,Active,202-671-6280,327, ,dcps_288,http://profiles.dcps.dc.gov/Nalle+Elementary+School,288,288,N,460,1950,83900,400,-76.93079651,38.88595442,2023-2024,District of Columbia Public Schools,1,Nalle Elementary School,288,PK3-5th,294474,406004.16,135348.37,20019,,,,DGS_0394.0,{8119A739-940E-43F0-AF51-F36003404890},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1377
-76.9918451552813,38.9251854394973,Noyes Elementary School,2725 10TH STREET NE,Elementary School,ES,Active,202-281-2580,352, ,dcps_290,http://profiles.dcps.dc.gov/Noyes+Elementary+School,290,290,N,,,,,-76.99184288,38.92517798,2023-2024,District of Columbia Public Schools,1,Noyes Elementary School,290,PK3-5th,289594,400707.33,139700.26,20018,,,,DGS_0444.0,{07DEEBA0-440C-42CC-B099-5B1C565EAC39},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1378
-77.0443795373944,38.9173169912349,Oyster-Adams Bilingual School (Adams),2020 19TH STREET NW,Middle School,MS,Active,202-673-7311,321, ,dcps_949,http://oysteradamsbilingual.org/,201,292,N,,,,,-77.04437725,38.91730954,2023-2024,"District of Columbia Public Schools
",1,Oyster-Adams Bilingual School (Adams),201,4th-8th,294534,396151.48,138827.7,20009,,,,DGS_0380.0,{9803440A-A04A-46F2-B077-74865464999B},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1379
-77.0572056640618,38.9236032828692,Oyster-Adams Bilingual School (Oyster),2801 CALVERT STREET NW,Elementary School,ES,Active,202-671-6130,355, ,dcps_292,http://oysteradamsbilingual.org/,292,292,N,,,,,-77.05720337,38.92359583,2023-2024,District of Columbia Public Schools,1,Oyster-Adams Bilingual School (Oyster),292,PK4-3rd,275944,395039.6,139526.15,20008,,,,DGS_0446.0,{B303B9B4-C838-4180-8484-3752B7023378},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1380
-77.008486979524,38.8269737991269,Patterson Elementary School,4399 SOUTH CAPITOL TERRACE SW,Elementary School,ES,Active,202-939-5280,320, ,dcps_294,http://www.myschooldc.org/schools/profile/82/,294,294,N,,2004,78300,368,-77.00848471,38.82696636,2023-2024,District of Columbia Public Schools,1,Patterson Elementary School,294,PK3-5th,301073,399263.25,128798.03,20032,,,,DGS_0608.0,{A60A2C61-5C13-40BA-A1CC-2CE6AC4D7E25},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1381
-76.9849748055924,38.8851789290052,Payne Elementary School,1445 C STREET SE,Elementary School,ES,Active,202-698-3262,236, ,dcps_295,http://paynedc.org/,295,295,N,438,1953,,,-76.984984,38.885171,2023-2024,District of Columbia Public Schools,1,Payne Elementary School,295,PK3-5th,289721,401302.84,135259.2,20003,,,,DGS_0466.0,{67F94E33-A377-44DB-94AA-9413C6BD92B1},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1382
-76.99986025834,38.892903777306,Peabody Elementary School,425 C STREET NE,Elementary School,ES,Active,202-698-3277,150, ,dcps_301,http://profiles.dcps.dc.gov/Peabody+Elementary+School+(Capitol+Hill+Cluster),301,301,N,,,,,-76.99985799,38.89289632,2023-2024,District of Columbia Public Schools,1,Peabody Elementary School,301,PK3-KG,288145,400012.32,136116.7,20002,,,,DGS_0595.0,{2E71B363-36CC-431B-ACED-E78578ED90B3},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1383
-76.9718998943173,38.9019994770801,"Phelps Architecture, Construction, and Engineering High School",704 26TH STREET NE,High School/Specialized,HS,Active,202-729-4360,329, ,dcps_478,http://phelpshsdc.org/,478, ,N,,1912,205776,600,-76.97189763,38.90199202,2023-2024,District of Columbia Public Schools,1,"Phelps Architecture, Construction, and Engineering High School",478,9th-12th,294495,402437.64,137126.77,20002,,,,DGS_0725.0,{091F55FB-D253-4256-B22F-F42BB98EDF9F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1384
-76.9399369281301,38.8872476506276,Plummer Elementary School,4601 TEXAS AVENUE SE,Elementary School,ES,Active,202-939-4360,220, ,dcps_299,http://profiles.dcps.dc.gov/Plummer+Elementary+School,299,299,N,,,,,-76.93993468,38.8872402,2023-2024,District of Columbia Public Schools,1,Plummer Elementary School,299,PK3-5th,19536,405211.23,135490.54,20019,,,,DGS_0202.0,{D558138C-6746-49CD-8FCC-D5F2C0A339C0},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1385
-77.0312297057863,38.9415418043537,Powell Elementary School,1350 UPSHUR STREET NW,Elementary School,ES,Active,202-671-6270,310, ,dcps_300,http://www.powellbilingualelementary.com/,300,300,N,304,1925,38500,325,-77.03122742,38.94153434,2023-2024,District of Columbia Public Schools,1,Powell Elementary School,300,PK3-5th,255302,397292.79,141516.39,20011,,,,DGS_0287.0,{B44085BC-04EB-4D96-98AF-79A7447711FC},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1386
-76.9643585423078,38.8700991857525,Randle Highlands Elementary School,1650 30TH STREET SE,Elementary School,ES,Active,202-729-3250,384, ,dcps_316,http://www.randlehighlandselementary.org/,316,316,N,520,2003,,,-76.96435628,38.87009174,2023-2024,District of Columbia Public Schools,1,Randle Highlands Elementary School,316,PK3-5th,156337,403093.17,133585.82,20020,,,,DGS_0803.0,{F3215344-5217-451A-A6DB-551E94FBE8F6},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1387
-77.0264349424483,38.935818665273,Raymond Elementary School,915 SPRING ROAD NW,Elementary School,ES,Active,202-576-6236,442, ,dcps_302,http://raymondeducationcampus.org/,302,302,N,,,,,-77.02643266,38.93581121,2023-2024,District of Columbia Public Schools,1,Raymond Elementary School,302,PK3-5th,226682,397708.28,140880.94,20010,,,,DGS_0788.0,{350369A7-F0F6-4A39-BFDA-9E84D7B021A8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1388
-76.958966127105,38.8952492870854,River Terrace Education Campus,405 Anacostia Ave NE,Special Education,EC,Active,202-442-7111,, 0005,dcps_978,http://profiles.dcps.dc.gov/River+Terrace+Education+Campus,304,,,,,,,-76.95896387,38.8952415,2023-2024,District of Columbia Public Schools,1,River Terrace Education Campus,304,SPED,313230,403559.87,136377.87,20019,,,,DGS_0184.0,{BAD1ADE1-ABF7-43EC-B4FC-56C81913D673},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1389
-76.9327066350747,38.9065616039476,Ron Brown College Preparatory High School,4800 MEADE STREET NE,High School/Specialized,HS,Active,202-729-4343,,,dcps_980,http://profiles.dcps.dc.gov/Ron+Brown+College+Preparatory+High+School,436,,,,,,,-76.932705,38.906563,2023-2024,District of Columbia Public Schools,1,Ron Brown College Preparatory High School,436,9th-11th,294601,405836.91,137635.93,20019,,,,DGS_0637.0,{F564616B-128F-47EA-B219-B3719C4BD507},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1390
